stratum,clause_id,reviewer_b_status,reviewer_b_id,reviewer_b_date,reviewer_b_reason
original_clause,SHL_SONGBEN_0134,,,,
original_clause,SHL_SONGBEN_0135,,,,
original_clause,SHL_SONGBEN_0136,,,,
original_clause,SHL_SONGBEN_0137,,,,
original_clause,SHL_SONGBEN_0138,,,,
original_clause,SHL_SONGBEN_0139,,,,
original_clause,SHL_SONGBEN_0140,,,,
original_clause,SHL_SONGBEN_0141,,,,
original_clause,SHL_SONGBEN_0142,,,,
original_clause,SHL_SONGBEN_0143,,,,
original_clause,SHL_SONGBEN_0144,,,,
original_clause,SHL_SONGBEN_0145,,,,
original_clause,SHL_SONGBEN_0146,,,,
original_clause,SHL_SONGBEN_0147,,,,
original_clause,SHL_SONGBEN_0148,,,,
original_clause,SHL_SONGBEN_0149,,,,
original_clause,SHL_SONGBEN_0150,,,,
original_clause,SHL_SONGBEN_0151,,,,
original_clause,SHL_SONGBEN_0152,,,,
original_clause,SHL_SONGBEN_0153,,,,
original_clause,SHL_SONGBEN_0154,,,,
original_clause,SHL_SONGBEN_0155,,,,
original_clause,SHL_SONGBEN_0156,,,,
original_clause,SHL_SONGBEN_0157,,,,
original_clause,SHL_SONGBEN_0158,,,,
original_clause,SHL_SONGBEN_0159,,,,
original_clause,SHL_SONGBEN_0160,,,,
original_clause,SHL_SONGBEN_0161,,,,
original_clause,SHL_SONGBEN_0162,,,,
original_clause,SHL_SONGBEN_0163,,,,
original_clause,SHL_SONGBEN_0164,,,,
original_clause,SHL_SONGBEN_0165,,,,
original_clause,SHL_SONGBEN_0166,,,,
original_clause,SHL_SONGBEN_0167,,,,
original_clause,SHL_SONGBEN_0168,,,,
original_clause,SHL_SONGBEN_0169,,,,
original_clause,SHL_SONGBEN_0170,,,,
original_clause,SHL_SONGBEN_0171,,,,
original_clause,SHL_SONGBEN_0172,,,,
original_clause,SHL_SONGBEN_0173,,,,
original_clause,SHL_SONGBEN_0174,,,,
original_clause,SHL_SONGBEN_0175,,,,
original_clause,SHL_SONGBEN_0176,,,,
original_clause,SHL_SONGBEN_0177,,,,
original_clause,SHL_SONGBEN_0178,,,,
original_clause,SHL_SONGBEN_0179,,,,
original_clause,SHL_SONGBEN_0180,,,,
original_clause,SHL_SONGBEN_0181,,,,
original_clause,SHL_SONGBEN_0182,,,,
original_clause,SHL_SONGBEN_0183,,,,
original_clause,SHL_SONGBEN_0184,,,,
original_clause,SHL_SONGBEN_0185,,,,
original_clause,SHL_SONGBEN_0186,,,,
original_clause,SHL_SONGBEN_0187,,,,
original_clause,SHL_SONGBEN_0188,,,,
original_clause,SHL_SONGBEN_0189,,,,
original_clause,SHL_SONGBEN_0190,,,,
original_clause,SHL_SONGBEN_0191,,,,
original_clause,SHL_SONGBEN_0192,,,,
original_clause,SHL_SONGBEN_0193,,,,
original_clause,SHL_SONGBEN_0194,,,,
original_clause,SHL_SONGBEN_0195,,,,
original_clause,SHL_SONGBEN_0196,,,,
original_clause,SHL_SONGBEN_0197,,,,
original_clause,SHL_SONGBEN_0198,,,,
original_clause,SHL_SONGBEN_0199,,,,
original_clause,SHL_SONGBEN_0200,,,,
original_clause,SHL_SONGBEN_0201,,,,
original_clause,SHL_SONGBEN_0202,,,,
original_clause,SHL_SONGBEN_0203,,,,
original_clause,SHL_SONGBEN_0204,,,,
original_clause,SHL_SONGBEN_0205,,,,
original_clause,SHL_SONGBEN_0206,,,,
original_clause,SHL_SONGBEN_0207,,,,
original_clause,SHL_SONGBEN_0208,,,,
original_clause,SHL_SONGBEN_0209,,,,
original_clause,SHL_SONGBEN_0210,,,,
original_clause,SHL_SONGBEN_0211,,,,
original_clause,SHL_SONGBEN_0212,,,,
original_clause,SHL_SONGBEN_0213,,,,
original_clause,SHL_SONGBEN_0214,,,,
original_clause,SHL_SONGBEN_0215,,,,
original_clause,SHL_SONGBEN_0216,,,,
original_clause,SHL_SONGBEN_0217,,,,
original_clause,SHL_SONGBEN_0218,,,,
original_clause,SHL_SONGBEN_0219,,,,
original_clause,SHL_SONGBEN_0220,,,,
original_clause,SHL_SONGBEN_0221,,,,
original_clause,SHL_SONGBEN_0222,,,,
original_clause,SHL_SONGBEN_0223,,,,
original_clause,SHL_SONGBEN_0224,,,,
original_clause,SHL_SONGBEN_0225,,,,
original_clause,SHL_SONGBEN_0226,,,,
original_clause,SHL_SONGBEN_0227,,,,
original_clause,SHL_SONGBEN_0228,,,,
original_clause,SHL_SONGBEN_0229,,,,
original_clause,SHL_SONGBEN_0230,,,,
original_clause,SHL_SONGBEN_0231,,,,
original_clause,SHL_SONGBEN_0232,,,,
original_clause,SHL_SONGBEN_0233,,,,
original_clause,SHL_SONGBEN_0234,,,,
original_clause,SHL_SONGBEN_0235,,,,
original_clause,SHL_SONGBEN_0236,,,,
original_clause,SHL_SONGBEN_0237,,,,
original_clause,SHL_SONGBEN_0238,,,,
original_clause,SHL_SONGBEN_0239,,,,
original_clause,SHL_SONGBEN_0240,,,,
original_clause,SHL_SONGBEN_0241,,,,
original_clause,SHL_SONGBEN_0242,,,,
original_clause,SHL_SONGBEN_0243,,,,
original_clause,SHL_SONGBEN_0244,,,,
original_clause,SHL_SONGBEN_0245,,,,
original_clause,SHL_SONGBEN_0246,,,,
original_clause,SHL_SONGBEN_0247,,,,
original_clause,SHL_SONGBEN_0248,,,,
original_clause,SHL_SONGBEN_0249,,,,
original_clause,SHL_SONGBEN_0250,,,,
original_clause,SHL_SONGBEN_0251,,,,
original_clause,SHL_SONGBEN_0252,,,,
original_clause,SHL_SONGBEN_0253,,,,
original_clause,SHL_SONGBEN_0254,,,,
original_clause,SHL_SONGBEN_0255,,,,
original_clause,SHL_SONGBEN_0256,,,,
original_clause,SHL_SONGBEN_0257,,,,
original_clause,SHL_SONGBEN_0258,,,,
original_clause,SHL_SONGBEN_0259,,,,
original_clause,SHL_SONGBEN_0260,,,,
original_clause,SHL_SONGBEN_0261,,,,
original_clause,SHL_SONGBEN_0262,,,,
original_clause,SHL_SONGBEN_0263,,,,
original_clause,SHL_SONGBEN_0264,,,,
original_clause,SHL_SONGBEN_0265,,,,
original_clause,SHL_SONGBEN_0266,,,,
original_clause,SHL_SONGBEN_0267,,,,
original_clause,SHL_SONGBEN_0268,,,,
original_clause,SHL_SONGBEN_0269,,,,
original_clause,SHL_SONGBEN_0270,,,,
original_clause,SHL_SONGBEN_0271,,,,
original_clause,SHL_SONGBEN_0272,,,,
original_clause,SHL_SONGBEN_0273,,,,
original_clause,SHL_SONGBEN_0274,,,,
original_clause,SHL_SONGBEN_0275,,,,
original_clause,SHL_SONGBEN_0276,,,,
original_clause,SHL_SONGBEN_0277,,,,
original_clause,SHL_SONGBEN_0278,,,,
original_clause,SHL_SONGBEN_0279,,,,
original_clause,SHL_SONGBEN_0280,,,,
original_clause,SHL_SONGBEN_0281,,,,
original_clause,SHL_SONGBEN_0282,,,,
original_clause,SHL_SONGBEN_0283,,,,
original_clause,SHL_SONGBEN_0284,,,,
original_clause,SHL_SONGBEN_0285,,,,
original_clause,SHL_SONGBEN_0286,,,,
original_clause,SHL_SONGBEN_0287,,,,
original_clause,SHL_SONGBEN_0288,,,,
original_clause,SHL_SONGBEN_0289,,,,
original_clause,SHL_SONGBEN_0290,,,,
original_clause,SHL_SONGBEN_0291,,,,
original_clause,SHL_SONGBEN_0292,,,,
original_clause,SHL_SONGBEN_0293,,,,
original_clause,SHL_SONGBEN_0294,,,,
original_clause,SHL_SONGBEN_0295,,,,
original_clause,SHL_SONGBEN_0296,,,,
original_clause,SHL_SONGBEN_0297,,,,
original_clause,SHL_SONGBEN_0298,,,,
original_clause,SHL_SONGBEN_0299,,,,
original_clause,SHL_SONGBEN_0300,,,,
original_clause,SHL_SONGBEN_0301,,,,
original_clause,SHL_SONGBEN_0302,,,,
original_clause,SHL_SONGBEN_0303,,,,
original_clause,SHL_SONGBEN_0304,,,,
original_clause,SHL_SONGBEN_0305,,,,
original_clause,SHL_SONGBEN_0306,,,,
original_clause,SHL_SONGBEN_0307,,,,
original_clause,SHL_SONGBEN_0308,,,,
original_clause,SHL_SONGBEN_0309,,,,
original_clause,SHL_SONGBEN_0310,,,,
original_clause,SHL_SONGBEN_0311,,,,
original_clause,SHL_SONGBEN_0312,,,,
original_clause,SHL_SONGBEN_0313,,,,
original_clause,SHL_SONGBEN_0314,,,,
original_clause,SHL_SONGBEN_0315,,,,
original_clause,SHL_SONGBEN_0316,,,,
original_clause,SHL_SONGBEN_0317,,,,
original_clause,SHL_SONGBEN_0318,,,,
original_clause,SHL_SONGBEN_0319,,,,
original_clause,SHL_SONGBEN_0320,,,,
original_clause,SHL_SONGBEN_0321,,,,
original_clause,SHL_SONGBEN_0322,,,,
original_clause,SHL_SONGBEN_0323,,,,
original_clause,SHL_SONGBEN_0324,,,,
original_clause,SHL_SONGBEN_0325,,,,
original_clause,SHL_SONGBEN_0326,,,,
original_clause,SHL_SONGBEN_0327,,,,
original_clause,SHL_SONGBEN_0328,,,,
original_clause,SHL_SONGBEN_0329,,,,
original_clause,SHL_SONGBEN_0330,,,,
original_clause,SHL_SONGBEN_0331,,,,
original_clause,SHL_SONGBEN_0332,,,,
original_clause,SHL_SONGBEN_0333,,,,
original_clause,SHL_SONGBEN_0334,,,,
original_clause,SHL_SONGBEN_0335,,,,
original_clause,SHL_SONGBEN_0336,,,,
original_clause,SHL_SONGBEN_0337,,,,
original_clause,SHL_SONGBEN_0338,,,,
original_clause,SHL_SONGBEN_0339,,,,
original_clause,SHL_SONGBEN_0340,,,,
original_clause,SHL_SONGBEN_0341,,,,
original_clause,SHL_SONGBEN_0342,,,,
original_clause,SHL_SONGBEN_0343,,,,
original_clause,SHL_SONGBEN_0344,,,,
original_clause,SHL_SONGBEN_0345,,,,
original_clause,SHL_SONGBEN_0346,,,,
original_clause,SHL_SONGBEN_0347,,,,
original_clause,SHL_SONGBEN_0348,,,,
original_clause,SHL_SONGBEN_0349,,,,
original_clause,SHL_SONGBEN_0350,,,,
original_clause,SHL_SONGBEN_0351,,,,
original_clause,SHL_SONGBEN_0352,,,,
original_clause,SHL_SONGBEN_0353,,,,
original_clause,SHL_SONGBEN_0354,,,,
original_clause,SHL_SONGBEN_0355,,,,
original_clause,SHL_SONGBEN_0356,,,,
original_clause,SHL_SONGBEN_0357,,,,
original_clause,SHL_SONGBEN_0358,,,,
original_clause,SHL_SONGBEN_0359,,,,
original_clause,SHL_SONGBEN_0360,,,,
original_clause,SHL_SONGBEN_0361,,,,
original_clause,SHL_SONGBEN_0362,,,,
original_clause,SHL_SONGBEN_0363,,,,
original_clause,SHL_SONGBEN_0364,,,,
original_clause,SHL_SONGBEN_0365,,,,
original_clause,SHL_SONGBEN_0366,,,,
original_clause,SHL_SONGBEN_0367,,,,
original_clause,SHL_SONGBEN_0368,,,,
original_clause,SHL_SONGBEN_0369,,,,
original_clause,SHL_SONGBEN_0370,,,,
original_clause,SHL_SONGBEN_0371,,,,
original_clause,SHL_SONGBEN_0372,,,,
original_clause,SHL_SONGBEN_0373,,,,
original_clause,SHL_SONGBEN_0374,,,,
original_clause,SHL_SONGBEN_0375,,,,
original_clause,SHL_SONGBEN_0376,,,,
original_clause,SHL_SONGBEN_0377,,,,
original_clause,SHL_SONGBEN_0378,,,,
original_clause,SHL_SONGBEN_0379,,,,
original_clause,SHL_SONGBEN_0380,,,,
original_clause,SHL_SONGBEN_0381,,,,
original_clause,SHL_SONGBEN_0382,,,,
original_clause,SHL_SONGBEN_0383,,,,
original_clause,SHL_SONGBEN_0384,,,,
original_clause,SHL_SONGBEN_0385,,,,
original_clause,SHL_SONGBEN_0386,,,,
original_clause,SHL_SONGBEN_0387,,,,
original_clause,SHL_SONGBEN_0388,,,,
original_clause,SHL_SONGBEN_0389,,,,
original_clause,SHL_SONGBEN_0390,,,,
original_clause,SHL_SONGBEN_0391,,,,
original_clause,SHL_SONGBEN_0392,,,,
original_clause,SHL_SONGBEN_0393,,,,
original_clause,SHL_SONGBEN_0394,,,,
original_clause,SHL_SONGBEN_0395,,,,
original_clause,SHL_SONGBEN_0396,,,,
original_clause,SHL_SONGBEN_0397,,,,
original_clause,SHL_SONGBEN_0398,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0107,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0046,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0192,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0099,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0245,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0161,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0105,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0061,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0002,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0134,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0240,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0078,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0010,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0068,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0260,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0264,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0095,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0124,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0256,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0204,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0248,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0126,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0116,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0143,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0229,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0008,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0090,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0208,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0280,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0155,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0087,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0177,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0056,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0118,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0244,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0278,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0117,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0050,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0241,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0209,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0262,,,,
auxiliary_clause,SHL_SONGBEN_AUX_0026,,,,
